image_path,label
./data_marked/test_set/Rock/0.jpg,0
./data_marked/test_set/Rock/1.jpg,0
./data_marked/test_set/Rock/2.jpg,0
./data_marked/test_set/Rock/3.jpg,0
./data_marked/test_set/Rock/4.jpg,0
./data_marked/test_set/Rock/5.jpg,0
./data_marked/test_set/Rock/6.jpg,0
./data_marked/test_set/Rock/7.jpg,0
./data_marked/test_set/Rock/8.jpg,0
./data_marked/test_set/Rock/9.jpg,0
./data_marked/test_set/Rock/10.jpg,0
./data_marked/test_set/Rock/11.jpg,0
./data_marked/test_set/Rock/12.jpg,0
./data_marked/test_set/Rock/13.jpg,0
./data_marked/test_set/Rock/14.jpg,0
./data_marked/test_set/Rock/15.jpg,0
./data_marked/test_set/Rock/16.jpg,0
./data_marked/test_set/Rock/17.jpg,0
./data_marked/test_set/Rock/18.jpg,0
./data_marked/test_set/Rock/19.jpg,0
./data_marked/test_set/Rock/20.jpg,0
./data_marked/test_set/Rock/21.jpg,0
./data_marked/test_set/Rock/22.jpg,0
./data_marked/test_set/Rock/23.jpg,0
./data_marked/test_set/Rock/24.jpg,0
./data_marked/test_set/Rock/25.jpg,0
./data_marked/test_set/Rock/26.jpg,0
./data_marked/test_set/Rock/27.jpg,0
./data_marked/test_set/Rock/28.jpg,0
./data_marked/test_set/Rock/29.jpg,0
./data_marked/test_set/Rock/30.jpg,0
./data_marked/test_set/Rock/31.jpg,0
./data_marked/test_set/Rock/32.jpg,0
./data_marked/test_set/Rock/33.jpg,0
./data_marked/test_set/Rock/34.jpg,0
./data_marked/test_set/Rock/35.jpg,0
./data_marked/test_set/Rock/36.jpg,0
./data_marked/test_set/Rock/37.jpg,0
./data_marked/test_set/Rock/38.jpg,0
./data_marked/test_set/Rock/39.jpg,0
./data_marked/test_set/Rock/40.jpg,0
./data_marked/test_set/Rock/41.jpg,0
./data_marked/test_set/Rock/42.jpg,0
./data_marked/test_set/Rock/43.jpg,0
./data_marked/test_set/Rock/44.jpg,0
./data_marked/test_set/Rock/45.jpg,0
./data_marked/test_set/Rock/46.jpg,0
./data_marked/test_set/Rock/47.jpg,0
./data_marked/test_set/Rock/48.jpg,0
./data_marked/test_set/Rock/49.jpg,0
./data_marked/test_set/Rock/50.jpg,0
./data_marked/test_set/Rock/51.jpg,0
./data_marked/test_set/Rock/52.jpg,0
./data_marked/test_set/Rock/53.jpg,0
./data_marked/test_set/Rock/54.jpg,0
./data_marked/test_set/Rock/55.jpg,0
./data_marked/test_set/Rock/56.jpg,0
./data_marked/test_set/Rock/57.jpg,0
./data_marked/test_set/Rock/58.jpg,0
./data_marked/test_set/Rock/59.jpg,0
./data_marked/test_set/Rock/60.jpg,0
./data_marked/test_set/Rock/61.jpg,0
./data_marked/test_set/Rock/62.jpg,0
./data_marked/test_set/Rock/63.jpg,0
./data_marked/test_set/Rock/64.jpg,0
./data_marked/test_set/Rock/65.jpg,0
./data_marked/test_set/Rock/66.jpg,0
./data_marked/test_set/Rock/67.jpg,0
./data_marked/test_set/Rock/68.jpg,0
./data_marked/test_set/Rock/69.jpg,0
./data_marked/test_set/Rock/70.jpg,0
./data_marked/test_set/Rock/71.jpg,0
./data_marked/test_set/Rock/72.jpg,0
./data_marked/test_set/Rock/73.jpg,0
./data_marked/test_set/Rock/74.jpg,0
./data_marked/test_set/Rock/75.jpg,0
./data_marked/test_set/Rock/76.jpg,0
./data_marked/test_set/Rock/77.jpg,0
./data_marked/test_set/Rock/78.jpg,0
./data_marked/test_set/Rock/79.jpg,0
./data_marked/test_set/Rock/80.jpg,0
./data_marked/test_set/Rock/81.jpg,0
./data_marked/test_set/Rock/82.jpg,0
./data_marked/test_set/Rock/83.jpg,0
./data_marked/test_set/Rock/84.jpg,0
./data_marked/test_set/Rock/85.jpg,0
./data_marked/test_set/Rock/86.jpg,0
./data_marked/test_set/Rock/87.jpg,0
./data_marked/test_set/Rock/88.jpg,0
./data_marked/test_set/Rock/89.jpg,0
./data_marked/test_set/Rock/90.jpg,0
./data_marked/test_set/Rock/91.jpg,0
./data_marked/test_set/Rock/92.jpg,0
./data_marked/test_set/Rock/93.jpg,0
./data_marked/test_set/Rock/94.jpg,0
./data_marked/test_set/Rock/95.jpg,0
./data_marked/test_set/Rock/96.jpg,0
./data_marked/test_set/Rock/97.jpg,0
./data_marked/test_set/Rock/98.jpg,0
./data_marked/test_set/Rock/99.jpg,0
./data_marked/test_set/Rock/100.jpg,0
./data_marked/test_set/Rock/101.jpg,0
./data_marked/test_set/Rock/102.jpg,0
./data_marked/test_set/Rock/103.jpg,0
./data_marked/test_set/Rock/104.jpg,0
./data_marked/test_set/Rock/105.jpg,0
./data_marked/test_set/Rock/106.jpg,0
./data_marked/test_set/Rock/107.jpg,0
./data_marked/test_set/Rock/108.jpg,0
./data_marked/test_set/Rock/109.jpg,0
./data_marked/test_set/Rock/110.jpg,0
./data_marked/test_set/Rock/111.jpg,0
./data_marked/test_set/Rock/112.jpg,0
./data_marked/test_set/Rock/113.jpg,0
./data_marked/test_set/Rock/114.jpg,0
./data_marked/test_set/Rock/115.jpg,0
./data_marked/test_set/Rock/116.jpg,0
./data_marked/test_set/Rock/117.jpg,0
./data_marked/test_set/Rock/118.jpg,0
./data_marked/test_set/Rock/119.jpg,0
./data_marked/test_set/Rock/120.jpg,0
./data_marked/test_set/Rock/121.jpg,0
./data_marked/test_set/Rock/122.jpg,0
./data_marked/test_set/Rock/123.jpg,0
./data_marked/test_set/Rock/124.jpg,0
./data_marked/test_set/Rock/125.jpg,0
./data_marked/test_set/Rock/126.jpg,0
./data_marked/test_set/Rock/127.jpg,0
./data_marked/test_set/Rock/128.jpg,0
./data_marked/test_set/Rock/129.jpg,0
./data_marked/test_set/Rock/130.jpg,0
./data_marked/test_set/Rock/131.jpg,0
./data_marked/test_set/Rock/132.jpg,0
./data_marked/test_set/Rock/133.jpg,0
./data_marked/test_set/Rock/134.jpg,0
./data_marked/test_set/Rock/135.jpg,0
./data_marked/test_set/Rock/136.jpg,0
./data_marked/test_set/Rock/137.jpg,0
./data_marked/test_set/Rock/138.jpg,0
./data_marked/test_set/Rock/139.jpg,0
./data_marked/test_set/Rock/140.jpg,0
./data_marked/test_set/Rock/141.jpg,0
./data_marked/test_set/Rock/142.jpg,0
./data_marked/test_set/Rock/143.jpg,0
./data_marked/test_set/Rock/144.jpg,0
./data_marked/test_set/Rock/145.jpg,0
./data_marked/test_set/Rock/146.jpg,0
./data_marked/test_set/Rock/147.jpg,0
./data_marked/test_set/Rock/148.jpg,0
./data_marked/test_set/Rock/149.jpg,0
./data_marked/test_set/Rock/150.jpg,0
./data_marked/test_set/Rock/151.jpg,0
./data_marked/test_set/Rock/152.jpg,0
./data_marked/test_set/Rock/153.jpg,0
./data_marked/test_set/Rock/154.jpg,0
./data_marked/test_set/Rock/155.jpg,0
./data_marked/test_set/Rock/156.jpg,0
./data_marked/test_set/Rock/157.jpg,0
./data_marked/test_set/Rock/158.jpg,0
./data_marked/test_set/Rock/159.jpg,0
./data_marked/test_set/Rock/160.jpg,0
./data_marked/test_set/Rock/161.jpg,0
./data_marked/test_set/Rock/162.jpg,0
./data_marked/test_set/Rock/163.jpg,0
./data_marked/test_set/Rock/164.jpg,0
./data_marked/test_set/Rock/165.jpg,0
./data_marked/test_set/Rock/166.jpg,0
./data_marked/test_set/Rock/167.jpg,0
